scraped_date,publish_date,title,company,location,contract_type,education_level,experience_level,key_skills,sector,offer_url,source,min_exp,max_exp,coordinates
2026-05-07,2026-04-13,Laravel Developer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AJAX, CODEIGNITER, CSS, CVS, GIT, HTML, JAVASCRIPT, JQUERY, LARAVEL, MARIADB, MVC, MYSQL, NOSQL, QUERY, SOAP, SQL, TFS","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/laravel-developer-mf-1085939,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Node.Js Developer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"BOOTSTRAP, CSS3, CVS, DOCKER, GIT, JAVASCRIPT, JIRA, JQUERY, JSON, LESS, MONGODB, MVC, MYSQL, NODE JS, NOSQL, POSTGRESQL, REACT, REDIS, REST, SQL, XML","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/nodejs-developer-mf-1085940,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Objective-C Developer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"ANDROID, APP, COCOA, CSS, CVS, EDGE, GIT, HTML, JAVASCRIPT, JQUERY, JSON, LINUX, MAC, MERCURIAL, OSX, REST, SWIFT, XML","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/objective-c-developer-mf-1085941,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Php Developer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AJAX, API, CODEIGNITER, CSS3, CVS, GIT, JAVASCRIPT, LARAVEL, MAGENTO, MERCURIAL, MONGODB, MVC, MYSQL, NOSQL, ORACLE, SQL, SYMFONY, XML, ZEND","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/php-developer-mf-1085942,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Python Developer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AGILE, API, CSS, CVS, DJANGO, HTML, PYTHON, SCRUM, SQL, TORNADO","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/python-developer-mf-1085943,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Qa Tester (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AGILE, API, APP, CVS, JAVA, MAVEN, MYSQL, SCRUM, SELENIUM, SQL","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/qa-tester-mf-1085944,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,React Developer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"BOOTSTRAP, CSS, CVS, GIT, JAVA, JAVASCRIPT, JQUERY, LESS, REACT","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/react-developer-mf-1085945,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Ruby On Rails Developer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AGILE, CSS, CVS, DOCKER, GIT, HTML, JAVASCRIPT, JIRA, JQUERY, MONGODB, MYSQL, POSTGRESQL, RUBY ON RAILS","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/ruby-on-rails-developer-mf-1085946,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Swift Developer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AGILE, CVS, GIT, MERCURIAL, REST, SCRUM, SWIFT","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/swift-developer-mf-1085947,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Test And Validation Engineer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"CVS, RHEL, SUSE","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/test-validation-engineer-mf-1085948,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Test Automation Engineer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"API, CVS, GIT, GITLAB, JAVASCRIPT, JENKINS, LINUX, MATRIX, MYSQL, ORACLE, PYTHON, SHELL, SQL","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/test-automation-engineer-mf-1085949,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Ux / Ui Designer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AJAX, BOOTSTRAP, CSS, CVS, GIT, HTML, ILLUSTRATOR, JAVASCRIPT, PHOTOSHOP","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/ux-ui-designer-mf-1085950,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Aws Cloud Architect (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AGILE, ALM, BASH, CVS, DNS, DOCKER, HTTP, IOT, JENKINS, LOAD BALANCING, PUPPET, PYTHON, REACT, SCRUM, SSL","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/aws-cloud-architect-mf-1085951,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Aws Solutions Architect (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"API, BIG DATA, CENTOS, CVS, DMS, DNS, DOCKER, HADOOP, HTTP, LINUX, RDS, SPARK, TALEND","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/aws-solutions-architect-mf-1085952,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Azure Solutions Architect (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"ACCESS, AGILE, ARM, AZURE, COSMOS, CVS, PAAS, REDIS, SHELL, SQL","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/azure-solutions-architect-mf-1085953,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Cloud Architect (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AGILE, API, ARM, AZURE, C#, COSMOS, CVS, LESS, NOSQL, PAAS, SQL, VM","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/cloud-architect-mf-1085954,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Cloud Computing And Virtualization Engineer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AZURE, CVS, DOCKER, LINUX","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/cloud-computing-virtualization-engineer-mf-1085955,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Cloud Engineer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"API, ARM, BGP, CVS, IAM, PUPPET, PYTHON, RDS, REST","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/cloud-engineer-mf-1085956,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Cloud Microservices Architect (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"ACCESS, AGILE, AZURE, CVS, DOCKER","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/cloud-microservices-architect-mf-1085957,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Cloud System Administrator (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AZURE, CENTOS, CVS, DOCKER, LINUX, PERL, PREMISE, PYTHON, REDHAT, VPN, WAN","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/cloud-system-administrator-mf-1085958,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Cloud System Integrator (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AGILE, CVS","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/cloud-system-integrator-mf-1085959,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Cyber Security Engineer (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"CVS, ENDPOINT, IDEAL, JAVASCRIPT, PYTHON, VM","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/cyber-security-engineer-mf-1085960,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Datastage Architect (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"AZURE, CVS, DATASTAGE, INFORMATICA, J2EE, JAVA, MONGODB, ORACLE, SQL, TALEND","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/datastage-architect-mf-1085961,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Genesys Architect (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"BASH, CVS, GENESYS, JAVA, JAVASCRIPT, PAAS, POWERSHELL, PYTHON, VMWARE","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/genesys-architect-mf-1085962,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Network Architect (M/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"BGP, CISCO, CVS, DHCP, DNS, ETHERNET, JUNIPER, MPLS, PYTHON, SNMP, TCP IP, WAN","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/network-architect-mf-1085963,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Dba Ims/Db2 Z/Os(H/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"ASSEMBLEUR, COBOL, DB2, FORTRAN, ISPF, JCL, SAS, SDSF, TCP IP, TSO, TWS, VSAM","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/dba-imsdb2-zoshf-1085964,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Z/Os System Engineer Senior Storage(H/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"CICS, DB2, IBM, JCL, MVS, TSO, VSAM, ZOS","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/zos-system-engineer-senior-storagehf-1085965,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Ingénieur Système Z/Os Middleware (H/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans,"ASSEMBLEUR, COBOL, JAVA, LDAP, NETVIEW, TCP IP, TWS, VTAM","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/ingenieur-systeme-zos-middleware-hf-1085966,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Consultant Sap Abap (H/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans,"ABAP, SAP","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/consultant-sap-abap-hf-1121532,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Consultant Sap Fi-Co/Ps (H/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans,SAP,"Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/consultant-sap-fi-cops-hf-1121533,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Consultant Sap Ehs (H/F),AFRICASHORE,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans,"REACH, SAP","Informatique, SSII, Internet",https://www.emploisenegal.com/offre-emploi-senegal/consultant-sap-ehs-hf-1121534,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-04-02,Agent De Nettoyage Professionnel (H/F) - Dakar Thiès Ziguinchor,ACCUEIL ABC,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,Nettoyage,"Intérim, recrutement",https://www.emploisenegal.com/offre-emploi-senegal/agent-nettoyage-professionnel-hf-dakar-thies-ziguinchor-1549288,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-03-31,Consultant Commercial Bilingue (Fr/En) - Télétravail,PALMA TALENTS,International,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Communication, EXCEL, Gestion, Management, Marketing","Intérim, recrutement",https://www.emploisenegal.com/offre-emploi-senegal/consultant-commercial-bilingue-fren-teletravail-1547403,EmploiSénégal,2,5,"[0, 0]"
2026-05-07,2026-03-09,Chargé(E) De Recrutement – Bpo International - Télétravail,NEXORA TALENTS,International,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Amélioration Continue, Assistanat, Reporting, Secrétariat, Support","Intérim, recrutement",https://www.emploisenegal.com/offre-emploi-senegal/chargee-recrutement-bpo-international-teletravail-1533391,EmploiSénégal,2,5,"[0, 0]"
2026-05-07,2026-03-09,Assistant(E) 360 - Bpo International - Télétravail,NEXORA TALENTS,International,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Administration, Amélioration Continue, Archivage, Assistanat, Communication Écrite, Fichiers, Reporting, Secrétariat, Suivi Administratif, Support","Intérim, recrutement",https://www.emploisenegal.com/offre-emploi-senegal/assistante-360-bpo-international-teletravail-1533389,EmploiSénégal,2,5,"[0, 0]"
2026-05-07,2026-05-05,Traducteur / Interprète Arabe – Anglais – Français (H/F) - Dakar,QUEFAIRESENEGAL,Dakar,N/A,N/A,Débutant < 2 ans et plus,"Hôtellerie, Restauration, Traduction",Location,https://www.emploisenegal.com/offre-emploi-senegal/traducteur-interprete-arabe-anglais-francais-hf-dakar-1569095,EmploiSénégal,2,2,"[14.7167, -17.4677]"
2026-05-07,2026-05-05,Cuisinière – Villas Privées (F) - Dakar,NOVAZEO,Dakar & Thiès,N/A,N/A,"Etudiant, jeune diplômé et plus","Cuisine, Hôtellerie, Hygiène Alimentaire, Restauration",Location,https://www.emploisenegal.com/offre-emploi-senegal/cuisiniere-villas-privees-f-dakar-1569140,EmploiSénégal,0,0,"[14.4974, -14.4524]"
2026-05-07,2026-05-05,Agent De Sécurité – Villa Haut De Gamme (H/F) - Dakar,NOVAZEO,Dakar,N/A,N/A,Débutant < 2 ans et plus,Santé,Location,https://www.emploisenegal.com/offre-emploi-senegal/agent-securite-villa-haut-gamme-hf-dakar-1569130,EmploiSénégal,2,2,"[14.7167, -17.4677]"
2026-05-07,2026-05-05,Agent D’Entretien – Villa - Dakar,NOVAZEO,Dakar & Thiès,N/A,N/A,"Etudiant, jeune diplômé et plus","Formation, Nettoyage",Location,https://www.emploisenegal.com/offre-emploi-senegal/agent-entretien-villa-dakar-1569134,EmploiSénégal,0,0,"[14.4974, -14.4524]"
2026-05-07,2026-04-01,Directeur Commercial Groupe - Dakar,NOVAZEO,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"CRM, Leadership, Management, Marketing, Prospection, Stratégie, Supports Marketing, Vente",Location,https://www.emploisenegal.com/offre-emploi-senegal/directeur-commercial-groupe-dakar-1540768,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-04-01,Directeur Commercial Groupe - Dakar,NOVAZEO,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Achats, CRM, Marketing, Médias, Prospection, Supports Marketing, Vente",Location,https://www.emploisenegal.com/offre-emploi-senegal/directeur-commercial-groupe-dakar-1540749,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-03-27,Directeur Commercial Groupe - Dakar,NOVAZEO,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Commercialisation, Communication, CRM, Leadership, Management, Marketing, Médias, Prospection, Stratégie, Supports Marketing, Vente",Location,https://www.emploisenegal.com/offre-emploi-senegal/directeur-commercial-groupe-dakar-1540739,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-03-19,Téléprospectrice Pulse Messaging  – Prise De Rendez-Vous - Dakar,NOVAZEO,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Communication, CRM, Hôtellerie, Marketing, Prospection, Restauration, Téléprospection, Vente",Location,https://www.emploisenegal.com/offre-emploi-senegal/teleprospectrice-pulse-messaging-prise-rendez-vous-dakar-1540733,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-03-19,Motion Designer - Dakar,NOVAZEO,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Design, ILLUSTRATOR, Marketing, Médias, PHOTOSHOP, PULSE",Location,https://www.emploisenegal.com/offre-emploi-senegal/motion-designer-dakar-1540729,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-04-15,Vendeur(Se) En Boutique De Luxe - Dakar,G2 INVEST,Dakar,N/A,N/A,Débutant < 2 ans et plus,"CRM, Merchandising, Techniques de Vente, Vente","Luxe, cosmétiques",https://www.emploisenegal.com/offre-emploi-senegal/vendeurse-boutique-luxe-dakar-1557109,EmploiSénégal,2,2,"[14.7167, -17.4677]"
2026-05-07,2026-05-07,Business Developer B2B - Dakar,REGIPUB,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,"Développement Commercial, Gestion des Ventes, Prospection, Prospection Terrain, Vente","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/business-developer-b2b-dakar-1570826,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-05-06,Téléconseiller(Ère) - Dakar,MILLENIUM PHONING GROUP,Dakar,N/A,N/A,"Etudiant, jeune diplômé et plus","Communication, CRM, Fidélisation des Clients, Marketing, Vente","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/teleconseillerere-dakar-1570899,EmploiSénégal,0,0,"[14.7167, -17.4677]"
2026-05-07,2026-05-06,Agent De Chat En Ligne - Paris,Warben Growth Consulting LLC,Dakar,N/A,N/A,"Etudiant, jeune diplômé et plus","Assistanat, Encadrement, Secrétariat, Télémarketing","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/agent-chat-ligne-paris-1570230,EmploiSénégal,0,0,"[14.7167, -17.4677]"
2026-05-07,2026-05-04,Responsable Commercial - Dakar,MAGGYFAST SARL,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Négociation, Suivi des Clients, Vente","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/responsable-commercial-dakar-1555158,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-04-29,Community Manager - Dakar,LAYEPRO CONSULTING,Dakar,N/A,N/A,Débutant < 2 ans et plus,"Communication, Communication Marketing, Design, Marketing, Marketing Digital, Newsletters","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/community-manager-dakar-1565082,EmploiSénégal,2,2,"[14.7167, -17.4677]"
2026-05-07,2026-04-28,Commercial Terrain (H/F) - Dakar,REGARD GLOBAL SERVICES,Dakar,N/A,N/A,Débutant < 2 ans et plus,"Actions Commerciales, Vente","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/commercial-terrain-hf-dakar-1564826,EmploiSénégal,2,2,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Responsable Marketing Digital - Dakar,MAGGYFAST SARL,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Marketing, Marketing Digital, Publicité","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/responsable-marketing-digital-dakar-1555153,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-04-13,Infographe / Photographe (H/F) – Création De Contenus Visuels - Dakar,MAGGYFAST SARL,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Charte Graphique, Communication, Design, Marketing","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/infographe-photographe-hf-creation-contenus-visuels-dakar-1555148,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-04-10,Téléconseiller(E) - Dakar,MILLENIUM PHONING GROUP,Dakar,N/A,N/A,"Etudiant, jeune diplômé et plus","CRM, Vente","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/teleconseillere-dakar-1554226,EmploiSénégal,0,0,"[14.7167, -17.4677]"
2026-05-07,2026-04-10,Commercial De Terrain - Dakar,MAGGYFAST SARL,Dakar & Thiès,N/A,N/A,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,N/A,"Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/commercial-terrain-dakar-1554414,EmploiSénégal,5,10,"[14.4974, -14.4524]"
2026-05-07,2026-04-01,Capitaine Admin Group - International,SOS-EXPAT.COM,International,N/A,N/A,"Etudiant, jeune diplômé et plus","Communication, Community Management, Facebook Ads, Marketing, Négociation, Prospection, Prospection Marketing, Vente","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/capitaine-admin-group-international-1532160,EmploiSénégal,0,0,"[0, 0]"
2026-05-07,2026-03-31,Journaliste / Rédacteur – Reporter Et Chargé De Partenariats (H/F)  - Dakar,QUEFAIRESENEGAL,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Animation, Communication, Community Management, Formation, Journalisme, Location, Marketing, Marketing Digital, Rédaction, Rédaction Journalistique, SEO","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/journaliste-redacteur-reporter-charge-partenariats-hf-dakar-1545845,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-03-31,Journaliste / Rédacteur – Reporter Et Chargé De Partenariats (H/F) - Dakar,TOWNPULSE,Dakar,N/A,N/A,Débutant < 2 ans et plus,"Animation, Communication, Community Management, Formation, Journalisme, Location, Marketing, Marketing Digital, Médias, Rédaction, Rédaction Journalistique, SEO","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/journaliste-redacteur-reporter-charge-partenariats-hf-dakar-1545305,EmploiSénégal,2,2,"[14.7167, -17.4677]"
2026-05-07,2026-03-24,"Téléconseiller(E) - Dakar, Yoff",MILLENIUM PHONING GROUP,Dakar,N/A,N/A,"Etudiant, jeune diplômé et plus","Appels Sortants, CRM, Gestion des Appels, Télémarketing, Vente","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/teleconseillere-dakar-yoff-1540988,EmploiSénégal,0,0,"[14.7167, -17.4677]"
2026-05-07,2026-03-17,Graphiste – Production Audiovisuelle - Dakar,RIDWAN GROUP,Dakar & Thiès,N/A,N/A,"Etudiant, jeune diplômé et plus","Communication, Communication Digitale, Communication Marketing, Design, Graphisme, Marketing, Marketing Audiovisuel, Supports Marketing","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/graphiste-production-audiovisuelle-dakar-1537439,EmploiSénégal,0,0,"[14.4974, -14.4524]"
2026-05-07,2026-03-17,Chatteur - Paris,Warben Growth Consulting LLC,International,N/A,N/A,"Etudiant, jeune diplômé et plus","Assistanat, Encadrement, Secrétariat","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/chatteur-paris-1534502,EmploiSénégal,0,0,"[0, 0]"
2026-05-07,2026-03-16,Product Designer / Ui Designer  - Télétravail,FABEXS,International,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Design, Positionnement, UI","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/product-designer-ui-designer-teletravail-1538692,EmploiSénégal,2,5,"[0, 0]"
2026-05-07,2026-03-13,Commercial  - Kaffrine,STRUCTURE DE SANTÉ BIO MAGNÉTIQUE DE KAFFRINE,Kaffrine,N/A,N/A,"Etudiant, jeune diplômé","Santé, Vente","Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/commercial-kaffrine-1495817,EmploiSénégal,0,0,"[14.1, -15.5333]"
2026-05-07,2026-03-11,Gestionnaire Relation Client And Sav - Télétravail,FABEXS,International,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,N/A,"Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/gestionnaire-relation-client-sav-teletravail-1535183,EmploiSénégal,2,5,"[0, 0]"
2026-05-07,2026-03-11,Chatter·Se Brand - Télétravail,FABEXS,International,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,N/A,"Marketing, communication, médias",https://www.emploisenegal.com/offre-emploi-senegal/chatterse-brand-teletravail-1535186,EmploiSénégal,2,5,"[0, 0]"
2026-05-07,2026-04-01,Technico-Commercial (H/F) - Grand-Bassam (Côte D’Ivoire),AFRICAWORK,Dakar,N/A,N/A,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,"Commercialisation, CRM, Développement Commercial, Devis, Négociation, Prospection, Vente","Nettoyage, sécurité, surveillance",https://www.emploisenegal.com/offre-emploi-senegal/technico-commercial-hf-grand-bassam-cote-ivoire-1541995,EmploiSénégal,5,10,"[14.7167, -17.4677]"
2026-05-07,2026-03-27,Buandier(Ère) - Dakar,KLIN EXPRESS,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans,Vente,"Nettoyage, sécurité, surveillance",https://www.emploisenegal.com/offre-emploi-senegal/buandierere-dakar-1541236,EmploiSénégal,2,5,"[14.7167, -17.4677]"
2026-05-07,2026-05-05,Pré-Sélection De Profil – Secteur Santé Et Services  - Montreal,OMED VOYAGE LOME,Dakar & International,N/A,N/A,Débutant < 2 ans et plus,"Accompagnement, Communication, Hygiène, Nettoyage, Santé","Santé, pharmacie, hôpitaux, équipements médicaux",https://www.emploisenegal.com/offre-emploi-senegal/pre-selection-profil-secteur-sante-services-montreal-1569217,EmploiSénégal,2,2,"[14.4974, -14.4524]"
2026-05-07,2026-04-13,Agent Commercial - Dakar,CERAGEM,Dakar,N/A,N/A,"Etudiant, jeune diplômé et plus","Suivi Commercial, Vente","Santé, pharmacie, hôpitaux, équipements médicaux",https://www.emploisenegal.com/offre-emploi-senegal/agent-commercial-dakar-1555740,EmploiSénégal,0,0,"[14.7167, -17.4677]"
2026-05-07,2026-03-17,Délégué Médical - Kolda - Kédougou,LIPS,Kédougou & Kolda,N/A,N/A,Expérience entre 2 ans et 5 ans et plus,"Communication, Marketing, Vente","Santé, pharmacie, hôpitaux, équipements médicaux",https://www.emploisenegal.com/offre-emploi-senegal/delegue-medical-kolda-kedougou-1539054,EmploiSénégal,2,5,"[14.4974, -14.4524]"
2026-05-07,2026-03-12,Assistant Vétérinaire  - Dakar Plateau,CLINIQUE VÉTÉRINAIRE LE SOLEIL,Dakar,N/A,N/A,Expérience entre 2 ans et 5 ans,"Assistanat, Secrétariat","Santé, pharmacie, hôpitaux, équipements médicaux",https://www.emploisenegal.com/offre-emploi-senegal/assistant-veterinaire-dakar-plateau-1497056,EmploiSénégal,2,5,"[14.7167, -17.4677]"
